,start_coord,end_coord,translation_status,count,length
6178,16185099,16185647,False,1,548
6179,16185953,16186773,False,1,820
6180,16188903,16189289,False,1,386
6181,16190319,16226038,True,1,35719
6182,16193520,16193914,True,2,394
6183,16206003,16214063,True,1,8060
6184,16216410,16216580,False,1,170
6185,16216410,16216580,True,5,170
6186,16226308,16243850,True,4,17542
6187,16235351,16235527,True,2,176
6188,16235889,16238917,True,1,3028
6189,16248774,16249556,False,1,782
6190,16259775,16259957,False,1,182
6191,16259775,16259957,True,1,182
6192,16260280,16275800,True,6,15520
6193,16260280,16287413,True,1,27133
6194,16260280,16318007,True,1,57727
6195,16261430,16267216,True,2,5786
6196,16276374,16276565,True,1,191
6197,16296789,16348376,False,1,51587
6198,16305252,16309770,True,2,4518
6199,16306488,16320315,False,1,13827
6200,16306488,16320315,True,6,13827
6201,16322947,16351618,True,1,28671
6202,16332548,16332662,True,1,114
6203,16338514,16338729,True,1,215
6204,16352075,16360481,True,1,8406
6205,16371787,16377771,True,2,5984
6206,16382830,16383970,True,1,1140
6207,16384042,16384251,True,1,209
6208,16384151,16384240,True,4,89
6209,16384892,16385067,False,1,175
6210,16387374,16387536,True,1,162
6211,16393429,16394740,True,1,1311
6212,16402191,16407951,False,1,5760
6213,16402191,16407951,True,2,5760
6214,16423709,16429790,True,1,6081
6215,16427216,16428862,True,2,1646
6216,16428320,16429446,True,1,1126
6217,16431266,16432125,True,1,859
6218,16461860,16464578,False,1,2718
6219,16469785,16477336,True,2,7551
6220,16472695,16772300,False,1,299605
6221,16486665,16491846,True,1,5181
6222,16487010,16491846,True,1,4836
6223,16492118,16494249,False,1,2131
6224,16492118,16494370,True,2,2252
6225,16527239,16799198,False,1,271959
6226,16543568,16555650,True,2,12082
6227,16545676,16546597,True,1,921
6228,16545676,16551188,True,1,5512
6229,16548594,16549804,True,3,1210
6230,16552783,16554382,True,3,1599
6231,16552783,16558085,True,1,5302
6232,16552783,16564406,True,1,11623
6233,16561843,16563945,True,1,2102
6234,16590826,16591516,True,1,690
6235,16602927,16603901,False,1,974
6236,16632187,16634074,True,6,1887
6237,16650382,16652069,True,1,1687
6238,16666152,16673130,False,2,6978
6239,16666152,16673870,False,2,7718
6240,16668160,16668284,False,1,124
6241,16678532,16686745,True,2,8213
6242,16695442,16730965,False,1,35523
6243,16721906,16725722,False,1,3816
6244,16734499,16734669,False,1,170
6245,16734499,16734669,True,2,170
6246,16736815,16740641,True,3,3826
6247,16749235,16749898,True,2,663
6248,16752662,16757561,True,1,4899
6249,16756788,16757714,True,3,926
6250,16768847,16770514,False,1,1667
6251,16769175,16769745,True,1,570
6252,16772836,16772921,True,1,85
6253,16775273,16776798,True,1,1525
6254,16781193,16785692,True,1,4499
6255,16795773,16796265,True,1,492
6256,16827232,16828439,False,2,1207
6257,16827232,16828439,True,3,1207
6258,16827643,16827940,True,3,297
6259,16827674,16848457,True,5,20783
6260,16841721,16841992,True,1,271
6261,16858474,16858543,True,1,69
6262,16858533,16859846,True,2,1313
6263,16859552,16863778,True,1,4226
6264,16859552,16864832,True,1,5280
6265,16865901,16866214,True,1,313
6266,16866938,16867129,True,1,191
6267,16872266,16874026,False,1,1760
6268,16872266,16874049,False,1,1783
6269,16878751,16881103,False,1,2352
6270,16881372,16888804,True,1,7432
6271,16885699,16890732,True,1,5033
6272,16904066,16907323,False,1,3257
6273,16910544,16919949,True,1,9405
6274,16911196,16912445,True,1,1249
6275,16912439,16912609,True,1,170
6276,16915678,16917843,False,1,2165
6277,16947969,16948816,True,2,847
6278,16950613,16952739,False,1,2126
6279,16956490,16961605,True,1,5115
6280,16956490,16964857,True,2,8367
6281,16998008,16999272,True,1,1264
6282,17019296,17052423,True,1,33127
6283,17019797,17030089,True,4,10292
6284,17051112,17080150,True,1,29038
6285,17056643,17056740,True,1,97
6286,17057046,17058682,True,1,1636
6287,17073717,17074438,False,1,721
6288,17087158,17117913,True,3,30755
6289,17087158,17122361,True,1,35203
6290,17102883,17103170,False,1,287
6291,17110049,17110159,True,1,110
6292,17145112,17145654,False,1,542
6293,17151109,17151194,True,1,85
6294,17152635,17152714,True,2,79
6295,17162808,17190319,True,1,27511
6296,17164394,17166219,False,1,1825
6297,17165593,17166472,False,1,879
6298,17165593,17166472,True,1,879
6299,17172161,17172932,True,1,771
6300,17189034,17195564,True,2,6530
6301,17189034,17197234,True,1,8200
6302,17217328,17219082,True,1,1754
6303,17219393,17234376,True,1,14983
6304,17233597,17234570,True,1,973
6305,17239508,17241588,True,1,2080
6306,17266770,17271657,True,2,4887
6307,17273133,17273878,True,1,745
6308,17285563,17296871,True,1,11308
6309,17291011,17294902,True,2,3891
6310,17299716,17299792,True,1,76
6311,17302805,17303285,False,1,480
6312,17305064,17306217,True,1,1153
6313,17312938,17313060,True,1,122
6314,17322785,17326318,False,1,3533
6315,17322785,17326318,True,6,3533
6316,17331852,17333162,True,1,1310
6317,17332491,17333965,True,1,1474
6318,17373305,17374584,True,1,1279
6319,17386777,17386925,True,1,148
6320,17393503,17394824,True,1,1321
6321,17408357,17408741,True,1,384
6322,17412801,17413032,False,1,231
6323,17412801,17413411,False,1,610
6324,17412801,17413411,True,1,610
6325,17414971,17425828,True,1,10857
6326,17430575,17431906,True,5,1331
6327,17431158,17434877,False,1,3719
6328,17431158,17434877,True,1,3719
6329,17434792,17435268,True,1,476
6330,17443071,17445629,False,1,2558
6331,17457403,17457953,False,1,550
6332,17504252,17523662,True,1,19410
6333,17511694,17512162,True,2,468
6334,17511694,17512570,True,1,876
6335,17511694,17514220,False,1,2526
6336,17518049,17518155,True,2,106
6337,17537011,17597997,True,1,60986
6338,17551161,17562695,True,2,11534
6339,17566335,17566452,True,6,117
6340,17568368,17569459,True,1,1091
6341,17579391,17585899,True,1,6508
6342,17587004,17601044,True,1,14040
6343,17599338,17600634,True,3,1296
6344,17614547,17636379,True,2,21832
6345,17629363,17644126,True,1,14763
6346,17644755,17645083,True,1,328
6347,17668700,17700691,False,1,31991
6348,17679946,17708953,False,1,29007
6349,17701410,17702896,True,2,1486
6350,17701410,17716922,True,1,15512
6351,17716456,17718087,False,1,1631
6352,17720994,17725791,True,1,4797
6353,17731418,17732704,True,1,1286
6354,17738843,17741717,True,1,2874
6355,17741098,17742558,True,3,1460
6356,17749667,17751780,True,1,2113
6357,17774747,17776116,True,1,1369
6358,17779483,17780503,True,1,1020
6359,17783474,17787323,False,2,3849
6360,17783474,17787323,True,5,3849
6361,17842022,17850950,True,1,8928
6362,17842546,17844002,True,2,1456
6363,17843120,17843616,True,3,496
6364,17846574,17847120,True,1,546
6365,17849760,17850484,True,1,724
6366,17863050,17865886,False,1,2836
6367,17864961,17867132,False,1,2171
6368,17865115,17865576,False,1,461
6369,17865470,17865689,True,4,219
6370,17865956,17866736,True,2,780
6371,17865956,17869109,True,2,3153
6372,17877912,17878515,False,1,603
6373,17883619,17884461,True,1,842
6374,17883619,17888630,True,1,5011
6375,17895981,17899003,True,9,3022
6376,17918838,17923649,True,1,4811
6377,17919225,17921469,False,2,2244
6378,17919225,17921469,True,2,2244
6379,17938861,17943587,False,1,4726
6380,17938861,17943587,True,2,4726
6381,17950458,17950925,True,1,467
6382,17972916,17973670,False,1,754
6383,17973911,17974355,True,3,444
6384,17977894,17978384,True,1,490
6385,17986454,17986559,True,2,105
6386,17991686,17993765,True,1,2079
6387,17991982,17992174,False,1,192
6388,17992941,18001834,True,1,8893
6389,17992941,18002618,True,1,9677
6390,17995369,17995635,True,1,266
6391,17995734,17997441,True,1,1707
6392,18001636,18003141,True,1,1505
6393,18007229,18007542,True,1,313
6394,18010641,18010742,True,1,101
6395,18011916,18015212,False,1,3296
6396,18011916,18015212,True,2,3296
6397,18011916,18023086,True,1,11170
6398,18011916,18024859,True,1,12943
6399,18041090,18041261,False,1,171
6400,18049891,18054469,True,2,4578
6401,18078265,18079620,True,1,1355
6402,18083790,18084467,True,3,677
6403,18093064,18093364,False,1,300
6404,18099553,18247735,True,2,148182
6405,18112950,18113704,False,1,754
6406,18126935,18128167,True,1,1232
6407,18134738,18135970,True,1,1232
6408,18134738,18137539,True,3,2801
6409,18154888,18164187,True,1,9299
6410,18187492,18187966,True,1,474
6411,18187492,18189351,True,1,1859
6412,18194852,18194958,True,4,106
6413,18202462,18206497,True,1,4035
6414,18203422,18209093,True,1,5671
6415,18203422,18218931,True,1,15509
6416,18205422,18220461,True,1,15039
6417,18235173,18235715,False,1,542
6418,18273713,18319128,True,3,45415
6419,18274469,18300927,False,1,26458
6420,18275431,18319938,True,1,44507
6421,18284533,18287020,True,2,2487
6422,18307749,18435654,True,2,127905
6423,18309369,18311268,False,1,1899
6424,18321775,18323859,True,2,2084
6425,18321775,18323893,True,1,2118
6426,18329168,18330018,True,1,850
6427,18329168,18335808,True,1,6640
6428,18334578,18335791,False,1,1213
6429,18335153,18339846,False,1,4693
6430,18340705,18357859,True,1,17154
6431,18350409,18350426,True,2,17
6432,18350740,18351346,True,1,606
6433,18365483,18365970,False,1,487
6434,18371663,18372312,True,1,649
6435,18374436,18377985,False,1,3549
6436,18391139,18411399,False,1,20260
6437,18391388,18391994,True,2,606
6438,18396135,18486481,True,1,90346
6439,18414990,18418538,False,1,3548
6440,18416518,18418398,False,1,1880
6441,18420239,18450409,True,1,30170
6442,18431697,18451758,True,1,20061
6443,18432164,18432770,False,2,606
6444,18433653,18438603,True,1,4950
6445,18435596,18436192,False,1,596
6446,18440738,18441080,True,2,342
6447,18453589,18457143,False,1,3554
6448,18468897,18469626,False,1,729
6449,18472387,18601562,True,1,129175
6450,18472590,18473196,True,1,606
6451,18473838,18474107,True,1,269
6452,18502323,18517654,True,3,15331
6453,18502323,18518341,True,1,16018
6454,18517251,18517622,False,1,371
6455,18533317,18533886,True,2,569
6456,18576991,18606217,True,1,29226
6457,18589987,18599844,True,1,9857
6458,18592762,18596316,False,1,3554
6459,18603025,18603590,True,2,565
6460,18604788,18607116,True,1,2328
6461,18607340,18610200,True,1,2860
6462,18609658,18610264,True,2,606
6463,18609658,18650876,True,1,41218
6464,18625995,18626536,False,1,541
6465,18627340,18631361,True,1,4021
6466,18633382,18636932,False,1,3550
6467,18633572,18637767,True,1,4195
6468,18650015,18650032,True,2,17
6469,18669682,18671953,True,2,2271
6470,18690600,18690617,False,2,17
6471,18694252,18766337,True,2,72085
6472,18703522,18704528,True,1,1006
6473,18706070,18768740,True,1,62670
6474,18714608,18718157,False,1,3549
6475,18731508,18732114,True,1,606
6476,18762422,18763094,False,1,672
6477,18783122,18823344,False,1,40222
6478,18785733,18786310,False,1,577
6479,18809527,18811414,True,1,1887
6480,18809732,18811414,True,1,1682
6481,18811827,18812815,False,1,988
6482,18812562,18831003,True,1,18441
6483,18813594,18813955,True,1,361
6484,18827566,18851111,True,2,23545
6485,18832409,18843270,True,1,10861
6486,18862717,18863897,True,1,1180
6487,18862836,18901152,True,3,38316
6488,18865466,18870224,True,1,4758
6489,18866687,18903018,True,1,36331
6490,18869351,18869816,True,11,465
6491,18869981,18870270,True,3,289
6492,18870826,18910906,True,1,40080
6493,18872658,18877157,True,1,4499
6494,18872744,18877048,False,1,4304
6495,18879063,18905551,True,2,26488
6496,18892576,18898343,True,1,5767
6497,18892763,18893283,True,1,520
6498,18894141,18894438,True,1,297
6499,18896809,18898357,False,1,1548
6500,18896809,18900718,False,1,3909
6501,18907531,18908511,False,1,980
6502,18943245,18947037,True,1,3792
6503,18947455,18949231,True,1,1776
6504,18950180,18987993,True,1,37813
6505,18951218,18988516,True,1,37298
6506,18951845,18952182,True,1,337
6507,18960025,18967440,True,1,7415
6508,18960025,18969031,True,1,9006
6509,18960025,18969960,True,1,9935
6510,18965134,18975358,True,3,10224
6511,18967740,18968801,True,1,1061
6512,18969674,18971303,True,2,1629
6513,18974090,18975924,True,1,1834
6514,18990567,18991102,True,2,535
6515,19038300,19041267,True,3,2967
6516,19038300,19056289,True,1,17989
6517,19048497,19049429,True,4,932
6518,19057552,19058028,False,1,476
6519,19084039,19087693,True,1,3654
6520,19089110,19089355,False,1,245
6521,19089110,19090584,False,2,1474
6522,19092848,19093390,False,1,542
6523,19092848,19093390,True,2,542
6524,19092848,19094054,False,1,1206
6525,19092848,19094054,True,1,1206
6526,19092953,19095411,False,1,2458
6527,19094516,19095029,True,1,513
6528,19094738,19095981,False,1,1243
6529,19094738,19095981,True,3,1243
6530,19097238,19108297,True,1,11059
6531,19098306,19108571,True,2,10265
6532,19110627,19113963,False,1,3336
6533,19119570,19137925,True,1,18355
6534,19127617,19132557,True,2,4940
6535,19129101,19132904,True,1,3803
6536,19141581,19141655,False,1,74
6537,19142092,19142389,True,1,297
6538,19145619,19145877,False,1,258
6539,19147993,19153825,False,1,5832
6540,19155938,19157789,False,1,1851
6541,19156040,19156809,True,2,769
6542,19170664,19170914,True,1,250
6543,19181786,19189366,False,1,7580
6544,19184968,19185259,False,1,291
6545,19191283,19192660,True,1,1377
6546,19193155,19193666,True,1,511
6547,19194727,19194862,True,1,135
6548,19199333,19213209,True,1,13876
6549,19209452,19217706,True,1,8254
6550,19229445,19230783,True,1,1338
6551,19229445,19233018,False,1,3573
6552,19229445,19233018,True,1,3573
6553,19229445,19233050,True,1,3605
6554,19260057,19260638,True,1,581
6555,19260057,19262435,True,1,2378
6556,19260057,19312758,True,1,52701
6557,19277677,19281142,False,1,3465
6558,19278992,19280339,True,2,1347
6559,19283043,19283408,False,2,365
6560,19298032,19304877,True,2,6845
6561,19299082,19299218,False,1,136
6562,19299082,19299488,False,1,406
6563,19303658,19307485,True,1,3827
6564,19314027,19315421,True,1,1394
6565,19324291,19325100,False,1,809
6566,19332667,19334187,True,1,1520
6567,19335713,19343591,True,1,7878
6568,19349763,19350832,True,2,1069
6569,19354076,19354613,True,2,537
6570,19354076,19355060,True,1,984
6571,19371452,19401318,True,3,29866
6572,19382542,19386419,False,1,3877
6573,19382542,19386419,True,3,3877
6574,19382542,19415976,True,1,33434
6575,19387332,19400975,True,1,13643
6576,19416194,19477151,False,1,60957
6577,19416194,19477151,True,2,60957
6578,19416668,19483500,True,1,66832
6579,19420085,19420872,False,1,787
6580,19420880,19421516,False,1,636
6581,19423649,19463312,True,1,39663
6582,19423649,19481950,True,1,58301
6583,19423972,19458053,False,1,34081
6584,19426768,19426921,True,1,153
6585,19440013,19442696,True,2,2683
6586,19440013,19445720,True,1,5707
6587,19449579,19451646,True,1,2067
6588,19453818,19456390,True,1,2572
6589,19458949,19466502,False,1,7553
6590,19458949,19466502,True,1,7553
6591,19464478,19469615,True,1,5137
6592,19464478,19475059,False,1,10581
6593,19464697,19482645,False,1,17948
6594,19482095,19488293,False,1,6198
6595,19491257,19491778,True,2,521
6596,19495886,19498509,True,1,2623
6597,19496869,19496981,False,1,112
6598,19501074,19519645,True,1,18571
6599,19503153,19522004,True,2,18851
6600,19509245,19596185,True,1,86940
6601,19515369,19515636,False,1,267
6602,19523894,19526558,True,5,2664
6603,19527942,19530609,True,2,2667
6604,19539826,19576156,False,1,36330
6605,19540500,19540642,True,1,142
6606,19547255,19549246,True,4,1991
6607,19554761,19555628,False,1,867
6608,19559889,19609232,False,1,49343
6609,19561316,19581906,False,1,20590
6610,19572131,19592291,False,1,20160
6611,19579841,19580256,True,1,415
6612,19579841,19580340,True,3,499
6613,19583734,19584254,True,8,520
6614,19587086,19589839,True,1,2753
6615,19587086,19591606,True,2,4520
6616,19587086,19591902,True,1,4816
6617,19591166,19601744,False,1,10578
6618,19598333,19598439,True,1,106
6619,19598560,19600200,True,1,1640
6620,19601099,19606791,False,1,5692
6621,19601566,19606919,False,3,5353
6622,19601669,19606974,False,1,5305
6623,19602171,19606919,False,2,4748
6624,19602276,19603265,True,3,989
6625,19602544,19607367,True,1,4823
6626,19602547,19605330,True,1,2783
6627,19602750,19605181,True,1,2431
6628,19604047,19614339,False,1,10292
6629,19620005,19629375,False,1,9370
6630,19634583,19635241,True,7,658
6631,19643880,19647357,True,4,3477
6632,19644694,19655820,False,3,11126
6633,19644694,19655820,True,3,11126
6634,19644694,19662799,True,2,18105
6635,19650708,19651809,True,1,1101
6636,19656071,19664350,True,2,8279
6637,19668422,19673519,True,1,5097
6638,19668567,19673519,True,1,4952
6639,19669039,19673572,True,3,4533
6640,19669665,19674141,True,1,4476
6641,19681216,19683216,False,1,2000
6642,19684420,19684911,False,1,491
6643,19685617,19688496,False,1,2879
6644,19703721,19703946,True,1,225
6645,19704036,19706268,True,1,2232
6646,19706069,19709970,True,2,3901
6647,19709960,19712687,True,1,2727
6648,19709960,19714258,True,1,4298
6649,19713816,19714158,True,2,342
6650,19715643,19717084,True,1,1441
6651,19720846,19723773,True,1,2927
6652,19721511,19797839,False,1,76328
6653,19721753,19726810,True,2,5057
6654,19725398,19725732,False,1,334
6655,19726181,19731798,True,1,5617
6656,19734881,19735928,True,1,1047
6657,19737590,19738684,True,1,1094
6658,19737590,19740906,True,1,3316
6659,19737827,19739690,True,1,1863
6660,19737827,19743693,True,1,5866
6661,19750496,19760630,True,1,10134
6662,19759423,19760246,True,2,823
6663,19761038,19780624,True,2,19586
6664,19761989,19780935,True,1,18946
6665,19763559,19763639,True,1,80
6666,19765350,19765465,True,1,115
6667,19771799,19772306,True,1,507
6668,19772002,19772306,True,1,304
6669,19794179,19797500,True,1,3321
6670,19794339,19797660,True,2,3321
6671,19801280,19809307,True,1,8027
6672,19811266,19812262,True,1,996
6673,19814020,19814390,True,1,370
6674,19814680,19816233,True,1,1553
6675,19815020,19816054,True,1,1034
6676,19815620,19816233,True,1,613
6677,19817373,19819957,True,6,2584
6678,19817373,19827141,True,1,9768
6679,19817373,19973635,False,1,156262
6680,19819167,19839576,True,2,20409
6681,19823997,19977170,True,2,153173
6682,19828286,19845759,True,2,17473
6683,19831796,19881569,False,1,49773
6684,19843335,19844847,True,1,1512
6685,19843335,19850161,True,3,6826
6686,19864765,19866867,True,1,2102
6687,19877215,19877556,True,1,341
6688,19877307,19877568,True,1,261
6689,19879103,19882881,False,1,3778
6690,19879103,20099146,False,1,220043
6691,19888671,19888867,True,1,196
6692,19889259,19889590,True,3,331
6693,19889259,19890225,False,1,966
6694,19889259,19892557,True,1,3298
6695,19889259,19892899,False,1,3640
6696,19891960,19893379,False,1,1419
6697,19891960,19894992,True,2,3032
6698,19892809,19893150,False,1,341
6699,19906618,19906817,True,1,199
6700,19906618,20018406,True,2,111788
6701,19917861,19918152,False,2,291
6702,19917861,19918152,True,10,291
6703,19918098,19918176,True,1,78
6704,19929932,19931874,True,1,1942
6705,19942292,19942421,True,1,129
6706,19951128,19951626,True,2,498
6707,19951819,19952040,True,1,221
6708,19960301,19964986,False,4,4685
6709,19960301,19964986,True,3,4685
6710,19961778,19963443,True,1,1665
6711,19967258,19968917,True,5,1659
6712,19967692,20015277,True,2,47585
6713,19974620,19974992,False,1,372
6714,19976910,19977665,True,1,755
6715,19978375,19978836,False,1,461
6716,19980290,19981722,True,4,1432
6717,19980861,19981047,True,1,186
6718,20007058,20035559,True,1,28501
6719,20010974,20011945,True,1,971
6720,20011273,20011649,False,1,376
6721,20011516,20017036,True,1,5520
6722,20021829,20022608,True,1,779
6723,20031677,20031921,True,1,244
6724,20031677,20034600,True,2,2923
6725,20057542,20058091,True,1,549
6726,20057542,20072993,True,1,15451
6727,20068351,20071618,True,1,3267
6728,20073612,20077600,False,1,3988
6729,20095608,20106573,False,1,10965
6730,20097408,20098187,True,1,779
6731,20102846,20120568,True,1,17722
6732,20113133,20121165,False,1,8032
6733,20114643,20121403,False,1,6760
6734,20114643,20124880,True,1,10237
6735,20118991,20124478,False,1,5487
6736,20132104,20135122,True,1,3018
6737,20136269,20138419,True,3,2150
6738,20136492,20138489,True,1,1997
6739,20141469,20141561,True,1,92
6740,20153070,20153273,False,1,203
6741,20153070,20154888,True,2,1818
6742,20172220,20175395,False,1,3175
6743,20172220,20175395,True,1,3175
6744,20182246,20185126,False,1,2880
6745,20183773,20184825,True,1,1052
6746,20183773,20186833,False,1,3060
6747,20183773,20186833,True,2,3060
6748,20186792,20225124,False,1,38332
6749,20186792,20225124,True,4,38332
6750,20201445,20201936,False,1,491
6751,20207869,20228088,True,1,20219
6752,20246218,20268883,True,1,22665
6753,20248200,20251655,True,1,3455
6754,20248293,20255570,True,1,7277
6755,20248293,20255940,True,1,7647
6756,20248461,20255738,True,1,7277
6757,20250124,20251311,True,2,1187
6758,20291547,20293398,True,2,1851
6759,20292284,20295515,True,1,3231
6760,20304186,20304435,False,1,249
6761,20314835,20324640,True,1,9805
6762,20326679,20328612,False,1,1933
6763,20326679,20328612,True,3,1933
6764,20366846,20377338,True,1,10492
6765,20367189,20371514,True,1,4325
6766,20367189,20374787,True,1,7598
6767,20367566,20369956,True,1,2390
6768,20367969,20370230,True,1,2261
6769,20368949,20370646,True,1,1697
6770,20393929,20394408,True,3,479
6771,20395255,20395452,True,1,197
6772,20396010,20402954,True,1,6944
6773,20399101,20406800,True,1,7699
6774,20399101,20455551,True,3,56450
6775,20406467,20407035,True,2,568
6776,20408464,20409066,True,1,602
6777,20413294,20426082,True,1,12788
6778,20433986,20434073,True,3,87
6779,20444612,20446503,True,1,1891
6780,20446902,20448189,True,1,1287
6781,20447191,20448969,True,3,1778
6782,20451494,20451842,True,1,348
6783,20453378,20460940,False,2,7562
6784,20453378,20460940,True,2,7562
6785,20453378,20462207,False,1,8829
6786,20453378,20462207,True,1,8829
6787,20458104,20458243,True,1,139
6788,20459938,20460076,True,1,138
6789,20462400,20469713,True,1,7313
6790,20488398,20488912,True,5,514
6791,20490563,20491799,False,1,1236
6792,20494542,20495633,True,1,1091
6793,20500838,20504536,True,2,3698
6794,20500838,20508502,True,1,7664
6795,20501655,20504905,True,2,3250
6796,20525718,20525802,True,1,84
6797,20539223,20540126,False,1,903
6798,20540564,20545217,True,3,4653
6799,20540564,20547269,True,2,6705
6800,20541358,20541677,False,1,319
6801,20541699,20563069,False,1,21370
6802,20541699,20563069,True,2,21370
6803,20541941,20546594,False,2,4653
6804,20543469,20563979,True,1,20510
6805,20547633,20549079,True,1,1446
6806,20555898,20558195,True,2,2297
6807,20558450,20560013,True,1,1563
6808,20559962,20560265,True,1,303
6809,20564061,20564360,True,1,299
6810,20572984,20595923,False,1,22939
6811,20576010,20578522,False,1,2512
6812,20580927,20581053,True,3,126
6813,20582176,20592697,False,1,10521
6814,20582176,20592746,False,1,10570
6815,20584799,20608610,True,4,23811
6816,20587561,20588838,True,1,1277
6817,20623518,20623842,True,3,324
6818,20623518,20624281,True,1,763
6819,20642515,20642699,False,1,184
6820,20642515,20646107,False,1,3592
6821,20645321,20646456,False,3,1135
6822,20645321,20647838,False,4,2517
6823,20645321,20650065,False,6,4744
6824,20653417,20653866,True,1,449
6825,20654968,20661181,False,1,6213
6826,20655011,20655819,False,3,808
6827,20655011,20655819,True,7,808
6828,20655011,20658877,True,1,3866
6829,20655011,20661957,False,1,6946
6830,20657721,20660155,True,1,2434
6831,20658262,20658781,False,1,519
6832,20663783,20666703,True,1,2920
6833,20663783,20669483,True,1,5700
6834,20667731,20673986,True,1,6255
6835,20681128,20681982,False,1,854
6836,20685672,20688322,True,5,2650
6837,20691093,20691952,True,1,859
6838,20693451,20694526,True,1,1075
6839,20704372,20765943,False,1,61571
6840,20707038,20707517,True,1,479
6841,20707779,20731658,True,3,23879
6842,20707779,20740854,True,1,33075
6843,20725324,20725459,True,1,135
6844,20725625,20725710,True,2,85
6845,20731306,20731921,False,1,615
6846,20731306,20736148,True,2,4842
6847,20736515,20739371,False,1,2856
6848,20736515,20745564,True,4,9049
6849,20763418,20766955,True,1,3537
6850,20763418,20776319,True,1,12901
6851,20766304,20770070,True,2,3766
6852,20771762,20773689,False,1,1927
6853,20771762,20773689,True,2,1927
6854,20774130,20775724,False,1,1594
6855,20791511,20793295,True,1,1784
6856,20795724,20795852,True,2,128
6857,20795724,20795929,True,1,205
6858,20795853,20797594,False,1,1741
6859,20795853,20797594,True,3,1741
6860,20795853,20799638,True,1,3785
6861,20801455,20802400,True,1,945
6862,20804633,20804857,True,1,224
6863,20805281,20807177,True,1,1896
6864,20819886,20828967,True,1,9081
6865,20825150,20827462,False,1,2312
6866,20829583,20829817,False,2,234
6867,20831105,20836257,True,11,5152
6868,20831362,20831542,True,1,180
6869,20832051,20854772,True,1,22721
6870,20832224,20832585,False,1,361
6871,20842208,20842417,True,1,209
6872,20846026,20850593,False,1,4567
6873,20849213,20850869,True,2,1656
6874,20849213,20864309,True,1,15096
6875,20855164,20855252,True,1,88
6876,20855337,20855791,True,1,454
6877,20858563,20862496,False,1,3933
6878,20859653,20872202,True,1,12549
6879,20875184,20879965,True,4,4781
6880,20882331,20882644,False,1,313
6881,20884088,20884210,True,1,122
6882,20884383,20890343,True,1,5960
6883,20885452,20893180,True,6,7728
6884,20885452,20906284,False,1,20832
6885,20886332,20979988,True,1,93656
6886,20886433,20893718,False,1,7285
6887,20886433,20893718,True,5,7285
6888,20887893,20980784,True,1,92891
6889,20889186,20889285,True,2,99
6890,20889666,20897930,True,1,8264
6891,20892393,20895097,True,1,2704
6892,20901341,20903704,False,1,2363
6893,20907156,20908726,False,1,1570
6894,20909660,20923088,True,1,13428
6895,20914195,20917624,True,1,3429
6896,20918266,20918768,True,2,502
6897,20921099,20922401,True,3,1302
6898,20921099,20922639,True,1,1540
6899,20921259,20922561,True,1,1302
6900,20922847,20922929,True,2,82
6901,20928994,20958812,False,1,29818
6902,20934715,20937813,True,1,3098
6903,20936654,20936737,True,1,83
6904,20939045,21002514,False,1,63469
6905,20940624,21007247,True,1,66623
6906,20943929,20954927,True,1,10998
6907,20944557,20949131,True,1,4574
6908,20944813,20955283,False,1,10470
6909,20944813,20955283,True,1,10470
6910,20947905,20964510,True,1,16605
6911,20948980,20965585,False,2,16605
6912,20948980,20965585,True,1,16605
6913,20953660,20959725,True,1,6065
6914,20953881,20959946,False,1,6065
6915,20955429,20960540,True,1,5111
6916,20959890,20993347,True,1,33457
6917,20959890,21002634,False,1,42744
6918,20959890,21002634,True,1,42744
6919,20959890,21045876,True,1,85986
6920,20965648,20965737,True,1,89
6921,20980783,20984055,True,4,3272
6922,20982261,20985515,True,1,3254
6923,20982261,20991205,False,1,8944
6924,20984074,20994715,True,1,10641
6925,20985082,20985506,False,1,424
6926,20985082,20985506,True,1,424
6927,21004190,21005568,True,1,1378
6928,21017666,21045762,True,1,28096
6929,21018232,21045848,True,1,27616
6930,21020154,21021207,True,1,1053
6931,21032999,21042999,False,1,10000
6932,21042361,21043715,True,1,1354
6933,21043217,21049272,False,1,6055
6934,21043217,21049272,True,1,6055
6935,21043479,21143234,False,1,99755
6936,21043868,21044088,True,1,220
6937,21045597,21047190,False,1,1593
6938,21050781,21055680,False,1,4899
6939,21050781,21055680,True,4,4899
6940,21052027,21056637,True,1,4610
6941,21052027,21058578,True,1,6551
6942,21054921,21055006,True,1,85
6943,21058657,21150170,True,1,91513
6944,21060369,21062300,False,1,1931
6945,21060369,21062300,True,1,1931
6946,21063092,21088224,True,1,25132
6947,21063838,21064754,True,1,916
6948,21066372,21068033,True,1,1661
6949,21066372,21068147,True,1,1775
6950,21066420,21066916,True,1,496
6951,21066609,21068033,True,1,1424
6952,21066609,21068147,True,1,1538
6953,21069837,21073803,False,1,3966
6954,21069837,21073803,True,1,3966
6955,21070061,21090331,False,2,20270
6956,21070061,21090331,True,5,20270
6957,21070684,21092666,True,1,21982
6958,21078988,21079103,True,1,115
6959,21083282,21098412,True,1,15130
6960,21086357,21100002,True,1,13645
6961,21113523,21177530,True,1,64007
6962,21120370,21120908,True,1,538
6963,21125871,21170354,False,1,44483
6964,21125871,21173339,False,1,47468
6965,21125871,21178444,False,2,52573
6966,21127637,21129135,True,1,1498
6967,21129379,21182877,True,1,53498
