,dataset,transcript,Unnamed: 0,#kgID,mRNA,spID,spDisplayID,geneSymbol,refseq,protAcc,description,rfamAcc,tRnaName
115,MiSeqSFPQc.csv,uc001kmp.3,10497,uc001kmp.3,AX747788,Q6ZUJ8,BCAP_HUMAN,PIK3AP1,NM_152309,NP_689522,"Homo sapiens phosphoinositide-3-kinase adaptor protein 1 (PIK3AP1), mRNA.",,
116,MiSeqSFPQc.csv,uc003qup.1,64143,uc003qup.1,AK090688,,,AK090688,,,"Homo sapiens cDNA FLJ33369 fis, clone BRACE2005904.",,
117,MiSeqNONOc.csv,uc003qup.1,64143,uc003qup.1,AK090688,,,AK090688,,,"Homo sapiens cDNA FLJ33369 fis, clone BRACE2005904.",,
118,MiSeqSFPQc.csv,uc002ikn.1,31071,uc002ikn.1,NM_001006607,A6NM11,L37A2_HUMAN,LRRC37A2,NM_001006607,NP_001006608,"Homo sapiens leucine rich repeat containing 37, member A2 (LRRC37A2), mRNA.",,
119,MiSeqSFPQc.csv,uc011bbc.1,52536,uc011bbc.1,AK302412,,,SMARCC1,,,"Homo sapiens SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 1 (SMARCC1), mRNA.",,
120,MiSeqSFPQc.csv,uc003wza.3,73232,uc003wza.3,NM_015310,Q9NYI0-2,Q9NYI0-2,PSD3,NM_015310,NP_056125,"Homo sapiens pleckstrin and Sec7 domain containing 3 (PSD3), transcript variant 1, mRNA.",,
121,MiSeqSFPQc.csv,uc003ezp.3,51580,uc003ezp.3,NM_207296,E9PBW7,E9PBW7_HUMAN,MBNL1,NM_207296,NP_997179,"Homo sapiens muscleblind-like splicing regulator 1 (MBNL1), transcript variant 6, mRNA.",,
122,MiSeqSFPQc.csv,uc003ihi.2,55237,uc003ihi.2,NR_038380,,,SLC7A11-AS1,NR_038380,,"Homo sapiens SLC7A11 antisense RNA 1 (SLC7A11-AS1), non-coding RNA.",,
123,MiSeqSFPQc.csv,uc003kol.3,59343,uc003kol.3,NM_001962,P52803,EFNA5_HUMAN,EFNA5,NM_001962,NP_001953,"Homo sapiens ephrin-A5 (EFNA5), mRNA.",,
124,MiSeqSFPQc.csv,uc001hvy.1,3822,uc001hvy.1,NM_173508,Q8IY50-2,Q8IY50-2,SLC35F3,NM_173508,NP_775779,"Homo sapiens solute carrier family 35, member F3 (SLC35F3), mRNA.",,
125,MiSeqSFPQc.csv,uc010mlt.3,74694,uc010mlt.3,AK315128,Q8N3Z6,ZCHC7_HUMAN,ZCCHC7,NM_032226,NP_115602,"Homo sapiens zinc finger, CCHC domain containing 7 (ZCCHC7), mRNA.",,
126,MiSeqNONOc.csv,uc010mlt.3,74694,uc010mlt.3,AK315128,Q8N3Z6,ZCHC7_HUMAN,ZCCHC7,NM_032226,NP_115602,"Homo sapiens zinc finger, CCHC domain containing 7 (ZCCHC7), mRNA.",,
127,MiSeqSFPQc.csv,uc001hgm.3,3491,uc001hgm.3,NM_153826,P15529-3,P15529-3,CD46,NM_153826,NP_722548,"Homo sapiens CD46 molecule, complement regulatory protein (CD46), transcript variant d, mRNA.",,
128,MiSeqSFPQc.csv,uc010rog.2,12200,uc010rog.2,NR_030343,,,NEAT1,NR_030343,,"Homo sapiens nuclear paraspeckle assembly transcript 1 (non-protein coding) (NEAT1), non-coding RNA.",,
129,MiSeqNONOc.csv,uc010rog.2,12200,uc010rog.2,NR_030343,,,NEAT1,NR_030343,,"Homo sapiens nuclear paraspeckle assembly transcript 1 (non-protein coding) (NEAT1), non-coding RNA.",,
130,MiSeqSFPQc.csv,uc010mdp.2,72898,uc010mdp.2,M34428,,,PVT1,,,"Homo sapiens Pvt1 oncogene (non-protein coding) (PVT1), non-coding RNA.",,
131,MiSeqNONOc.csv,uc010mdp.2,72898,uc010mdp.2,M34428,,,PVT1,,,"Homo sapiens Pvt1 oncogene (non-protein coding) (PVT1), non-coding RNA.",,
132,MiSeqSFPQc.csv,uc001odz.3,12202,uc001odz.3,BC010924,,,BC010924,,,"Homo sapiens cDNA clone IMAGE:4291796, **** WARNING: chimeric clone ****.",,
133,MiSeqSFPQc.csv,uc001hgi.3,3489,uc001hgi.3,NM_172351,P15529-11,P15529-11,CD46,NM_172351,NP_758861,"Homo sapiens CD46 molecule, complement regulatory protein (CD46), transcript variant c, mRNA.",,
134,MiSeqSFPQc.csv,uc003nda.2,60414,uc003nda.2,NM_001949,O00716,E2F3_HUMAN,E2F3,NM_001949,NP_001940,"Homo sapiens E2F transcription factor 3 (E2F3), transcript variant 1, mRNA.",,
135,MiSeqSFPQc.csv,uc001mty.3,11551,uc001mty.3,NM_001076786,Q2KHR3,QSER1_HUMAN,QSER1,NM_001076786,NP_001070254,"Homo sapiens glutamine and serine rich 1 (QSER1), mRNA.",,
136,MiSeqSFPQc.csv,uc002aeb.3,24034,uc002aeb.3,NM_207037,Q99081-3,Q99081-3,TCF12,NM_207037,NP_996920,"Homo sapiens transcription factor 12 (TCF12), transcript variant 2, mRNA.",,
137,MiSeqSFPQc.csv,uc009vqk.3,4539,uc009vqk.3,NM_001102399,Q6MZS5,Q6MZS5_HUMAN,HNRNPR,NM_001102399,NP_001095869,"Homo sapiens heterogeneous nuclear ribonucleoprotein R (HNRNPR), transcript variant 3, mRNA.",,
138,MiSeqSFPQc.csv,uc002hnm.3,32889,uc002hnm.3,NM_198836,Q13085,ACACA_HUMAN,ACACA,NM_198836,NP_942135,"Homo sapiens acetyl-CoA carboxylase alpha (ACACA), transcript variant 3, mRNA.",,
139,MiSeqSFPQc.csv,uc002nvf.3,36485,uc002nvf.3,AK129884,P06744,G6PI_HUMAN,GPI,NM_000175,NP_000166,"Homo sapiens glucose-6-phosphate isomerase (GPI), transcript variant 1, mRNA.",,
140,MiSeqNONOc.csv,uc002nvf.3,36485,uc002nvf.3,AK129884,P06744,G6PI_HUMAN,GPI,NM_000175,NP_000166,"Homo sapiens glucose-6-phosphate isomerase (GPI), transcript variant 1, mRNA.",,
141,MiSeqSFPQc.csv,uc003zxh.2,76231,uc003zxh.2,NR_003051,,,RMRP,NR_003051,,"Homo sapiens RNA component of mitochondrial RNA processing endoribonuclease (RMRP), RNase MRP RNA.",,
142,MiSeqSFPQc.csv,uc001aje.2,131,uc001aje.2,NM_007033,O15258,RER1_HUMAN,RER1,NM_007033,NP_008964,"Homo sapiens RER1 retention in endoplasmic reticulum 1 homolog (S. cerevisiae) (RER1), mRNA.",,
143,MiSeqNONOc.csv,uc001aje.2,131,uc001aje.2,NM_007033,O15258,RER1_HUMAN,RER1,NM_007033,NP_008964,"Homo sapiens RER1 retention in endoplasmic reticulum 1 homolog (S. cerevisiae) (RER1), mRNA.",,
144,MiSeqSFPQc.csv,uc003jbf.3,56991,uc003jbf.3,NM_018140,Q9P209,CEP72_HUMAN,CEP72,NM_018140,NP_060610,"Homo sapiens centrosomal protein 72kDa (CEP72), mRNA.",,
145,MiSeqSFPQc.csv,uc002iss.3,31260,uc002iss.3,NM_016424,O95232,LC7L3_HUMAN,LUC7L3,NM_016424,NP_057508,"Homo sapiens LUC7-like 3 (S. cerevisiae) (LUC7L3), transcript variant 1, mRNA.",,
146,MiSeqNONOc.csv,uc002iss.3,31260,uc002iss.3,NM_016424,O95232,LC7L3_HUMAN,LUC7L3,NM_016424,NP_057508,"Homo sapiens LUC7-like 3 (S. cerevisiae) (LUC7L3), transcript variant 1, mRNA.",,
147,MiSeqSFPQc.csv,uc011bmf.2,51449,uc011bmf.2,NM_001267041,F5GWK4,F5GWK4_HUMAN,ARMC8,NM_001267041,NP_001253970,"Homo sapiens armadillo repeat containing 8 (ARMC8), transcript variant 4, mRNA.",,
148,MiSeqSFPQc.csv,uc004cov.5,77537,uc004cov.5,BC061915,,,STRF6,,,"Homo sapiens potential LAG1 interactor mRNA, partial cds.",,
149,MiSeqNONOc.csv,uc004cov.5,77537,uc004cov.5,BC061915,,,STRF6,,,"Homo sapiens potential LAG1 interactor mRNA, partial cds.",,
150,MiSeqSFPQc.csv,uc021vew.1,82202,uc021vew.1,,,,TRNA,,,Rfam model RF00005 hit found at contig region AC013472.8/138963-139051,RF00005,
151,MiSeqSFPQc.csv,uc010wmw.2,31262,uc010wmw.2,AK295983,B4DJ96,B4DJ96_HUMAN,LUC7L3,,,"Homo sapiens LUC7-like 3 (S. cerevisiae) (LUC7L3), transcript variant 1, mRNA.",,
152,MiSeqNONOc.csv,uc010wmw.2,31262,uc010wmw.2,AK295983,B4DJ96,B4DJ96_HUMAN,LUC7L3,,,"Homo sapiens LUC7-like 3 (S. cerevisiae) (LUC7L3), transcript variant 1, mRNA.",,
153,MiSeqSFPQc.csv,uc004cer.3,77358,uc004cer.3,NM_003371,P52735-3,P52735-3,VAV2,NM_003371,NP_003362,"Homo sapiens vav 2 guanine nucleotide exchange factor (VAV2), transcript variant 2, mRNA.",,
154,MiSeqSFPQc.csv,uc002sia.3,40848,uc002sia.3,NM_001252612,Q14966,ZN638_HUMAN,ZNF638,NM_001252612,NP_055312,"Homo sapiens zinc finger protein 638 (ZNF638), transcript variant 3, mRNA.",,
155,MiSeqSFPQc.csv,uc011log.1,76151,uc011log.1,AK302335,E7EWG4,E7EWG4_HUMAN,UBAP2,,,"Homo sapiens ubiquitin associated protein 2 (UBAP2), mRNA.",,
156,MiSeqSFPQc.csv,uc003csf.3,52541,uc003csf.3,AK307606,P27816,MAP4_HUMAN,MAP4,NM_001134364,NP_001127836,"Homo sapiens microtubule-associated protein 4 (MAP4), transcript variant 4, mRNA.",,
157,MiSeqSFPQc.csv,uc002fng.1,29777,uc002fng.1,BC088729,H3BNU4,H3BNU4_HUMAN,ANKRD11,,,"Homo sapiens ankyrin repeat domain 11 (ANKRD11), transcript variant 4, non-coding RNA.",,
158,MiSeqNONOc.csv,uc002fng.1,29777,uc002fng.1,BC088729,H3BNU4,H3BNU4_HUMAN,ANKRD11,,,"Homo sapiens ankyrin repeat domain 11 (ANKRD11), transcript variant 4, non-coding RNA.",,
159,MiSeqSFPQc.csv,uc031rcw.1,31078,uc031rcw.1,JQ790584,A6NM11,L37A2_HUMAN,LRRC37A2,,,"Homo sapiens leucine rich repeat containing 37, member A2 (LRRC37A2), mRNA.",,
160,MiSeqSFPQc.csv,uc002xuj.3,45889,uc002xuj.3,NR_003605,,,ZFAS1,NR_003605,,"Homo sapiens ZNFX1 antisense RNA 1 (ZFAS1), transcript variant 2, non-coding RNA.",,
161,MiSeqNONOc.csv,uc002xuj.3,45889,uc002xuj.3,NR_003605,,,ZFAS1,NR_003605,,"Homo sapiens ZNFX1 antisense RNA 1 (ZFAS1), transcript variant 2, non-coding RNA.",,
162,MiSeqSFPQc.csv,uc022bah.1,81611,uc022bah.1,,,,TRNA_Met,,,transfer RNA Met (anticodon CAT),,chr8.tRNA10-MetCAT
163,MiSeqSFPQc.csv,uc002fne.4,29774,uc002fne.4,NR_045839,,,ANKRD11,NR_045839,,"Homo sapiens ankyrin repeat domain 11 (ANKRD11), transcript variant 4, non-coding RNA.",,
164,MiSeqNONOc.csv,uc002fne.4,29774,uc002fne.4,NR_045839,,,ANKRD11,NR_045839,,"Homo sapiens ankyrin repeat domain 11 (ANKRD11), transcript variant 4, non-coding RNA.",,
165,MiSeqSFPQc.csv,uc031rco.1,31086,uc031rco.1,JQ790661,A6NM11,L37A2_HUMAN,LRRC37A2,,,"Homo sapiens leucine rich repeat containing 37, member A2 (LRRC37A2), mRNA.",,
166,MiSeqSFPQc.csv,uc002fnc.2,29773,uc002fnc.2,NM_001256183,Q6UB99,ANR11_HUMAN,ANKRD11,NM_001256183,NP_037407,"Homo sapiens ankyrin repeat domain 11 (ANKRD11), transcript variant 3, mRNA.",,
167,MiSeqNONOc.csv,uc002fnc.2,29773,uc002fnc.2,NM_001256183,Q6UB99,ANR11_HUMAN,ANKRD11,NM_001256183,NP_037407,"Homo sapiens ankyrin repeat domain 11 (ANKRD11), transcript variant 3, mRNA.",,
168,MiSeqSFPQc.csv,uc004cob.1,75827,uc004cob.1,AK022941,Q9H9B1-2,Q9H9B1-2,EHMT1,NM_001145527,NP_001138999,"Homo sapiens euchromatic histone-lysine N-methyltransferase 1 (EHMT1), transcript variant 1, mRNA.",,
169,MiSeqSFPQc.csv,uc011kug.2,71736,uc011kug.2,NM_001203249,Q15910-5,Q15910-5,EZH2,NM_001203249,NP_001190178,"Homo sapiens enhancer of zeste homolog 2 (Drosophila) (EZH2), transcript variant 5, mRNA.",,
170,MiSeqNONOc.csv,uc011kug.2,71736,uc011kug.2,NM_001203249,Q15910-5,Q15910-5,EZH2,NM_001203249,NP_001190178,"Homo sapiens enhancer of zeste homolog 2 (Drosophila) (EZH2), transcript variant 5, mRNA.",,
171,MiSeqSFPQc.csv,uc031rcm.1,31083,uc031rcm.1,JQ790680,A6NM11,L37A2_HUMAN,LRRC37A2,,,"Homo sapiens leucine rich repeat containing 37, member A2 (LRRC37A2), mRNA.",,
172,MiSeqSFPQc.csv,uc021ygh.2,58320,uc021ygh.2,AB018274,Q6PKG0,LARP1_HUMAN,LARP1,NM_015315,NP_056130,"Homo sapiens La ribonucleoprotein domain family, member 1 (LARP1), mRNA.",,
173,MiSeqNONOc.csv,uc021ygh.2,58320,uc021ygh.2,AB018274,Q6PKG0,LARP1_HUMAN,LARP1,NM_015315,NP_056130,"Homo sapiens La ribonucleoprotein domain family, member 1 (LARP1), mRNA.",,
174,MiSeqSFPQc.csv,uc001ebk.3,2002,uc001ebk.3,NM_001010935,P62834,RAP1A_HUMAN,RAP1A,NM_001010935,NP_002875,"Homo sapiens RAP1A, member of RAS oncogene family (RAP1A), transcript variant 1, mRNA.",,
175,MiSeqNONOc.csv,uc001ebk.3,2002,uc001ebk.3,NM_001010935,P62834,RAP1A_HUMAN,RAP1A,NM_001010935,NP_002875,"Homo sapiens RAP1A, member of RAS oncogene family (RAP1A), transcript variant 1, mRNA.",,
176,MiSeqSFPQc.csv,uc001zeu.3,23633,uc001zeu.3,BC071990,,,ARHGAP11B,NM_001039841,,"Homo sapiens Rho GTPase activating protein 11B (ARHGAP11B), mRNA.",,
177,MiSeqNONOc.csv,uc001zeu.3,23633,uc001zeu.3,BC071990,,,ARHGAP11B,NM_001039841,,"Homo sapiens Rho GTPase activating protein 11B (ARHGAP11B), mRNA.",,
178,MiSeqSFPQc.csv,uc003fiy.2,53839,uc003fiy.2,BC060320,C9IYU9,C9IYU9_HUMAN,TBL1XR1,,,"Homo sapiens transducin (beta)-like 1 X-linked receptor 1 (TBL1XR1), mRNA.",,
179,MiSeqNONOc.csv,uc003fiy.2,53839,uc003fiy.2,BC060320,C9IYU9,C9IYU9_HUMAN,TBL1XR1,,,"Homo sapiens transducin (beta)-like 1 X-linked receptor 1 (TBL1XR1), mRNA.",,
180,MiSeqSFPQc.csv,uc003yyt.3,74247,uc003yyt.3,NM_001130053,D3DWK1,D3DWK1_HUMAN,EEF1D,NM_001130053,NP_115754,"Homo sapiens eukaryotic translation elongation factor 1 delta (guanine nucleotide exchange protein) (EEF1D), transcript variant 3, mRNA.",,
181,MiSeqNONOc.csv,uc003yyt.3,74247,uc003yyt.3,NM_001130053,D3DWK1,D3DWK1_HUMAN,EEF1D,NM_001130053,NP_115754,"Homo sapiens eukaryotic translation elongation factor 1 delta (guanine nucleotide exchange protein) (EEF1D), transcript variant 3, mRNA.",,
182,MiSeqSFPQc.csv,uc003wwu.3,72022,uc003wwu.3,NM_178234,Q13454-2,Q13454-2,TUSC3,NM_178234,NP_839952,"Homo sapiens tumor suppressor candidate 3 (TUSC3), transcript variant 2, mRNA.",,
183,MiSeqNONOc.csv,uc003wwu.3,72022,uc003wwu.3,NM_178234,Q13454-2,Q13454-2,TUSC3,NM_178234,NP_839952,"Homo sapiens tumor suppressor candidate 3 (TUSC3), transcript variant 2, mRNA.",,
184,MiSeqSFPQc.csv,uc011loc.1,76147,uc011loc.1,AK302754,Q5T6F2,UBAP2_HUMAN,UBAP2,,,"Homo sapiens ubiquitin associated protein 2 (UBAP2), mRNA.",,
185,MiSeqSFPQc.csv,uc002shx.3,40845,uc002shx.3,NM_014497,Q14966,ZN638_HUMAN,ZNF638,NM_014497,NP_055312,"Homo sapiens zinc finger protein 638 (ZNF638), transcript variant 1, mRNA.",,
186,MiSeqSFPQc.csv,uc003ztr.2,76152,uc003ztr.2,BC111409,E7EWG4,E7EWG4_HUMAN,UBAP2,,,"Homo sapiens ubiquitin associated protein 2 (UBAP2), mRNA.",,
187,MiSeqSFPQc.csv,uc003yyr.3,74248,uc003yyr.3,NM_032378,D3DWK1,D3DWK1_HUMAN,EEF1D,NM_032378,NP_115754,"Homo sapiens eukaryotic translation elongation factor 1 delta (guanine nucleotide exchange protein) (EEF1D), transcript variant 1, mRNA.",,
188,MiSeqNONOc.csv,uc003yyr.3,74248,uc003yyr.3,NM_032378,D3DWK1,D3DWK1_HUMAN,EEF1D,NM_032378,NP_115754,"Homo sapiens eukaryotic translation elongation factor 1 delta (guanine nucleotide exchange protein) (EEF1D), transcript variant 1, mRNA.",,
189,MiSeqSFPQc.csv,uc011kui.2,71739,uc011kui.2,AK303585,B7Z8K5,B7Z8K5_HUMAN,EZH2,,,"Homo sapiens enhancer of zeste homolog 2 (Drosophila) (EZH2), transcript variant 3, mRNA.",,
190,MiSeqNONOc.csv,uc011kui.2,71739,uc011kui.2,AK303585,B7Z8K5,B7Z8K5_HUMAN,EZH2,,,"Homo sapiens enhancer of zeste homolog 2 (Drosophila) (EZH2), transcript variant 3, mRNA.",,
191,MiSeqSFPQc.csv,uc003ufs.2,68928,uc003ufs.2,NR_029411,,,LOC100133091,NR_029411,,"Homo sapiens uncharacterized LOC100133091 (LOC100133091), non-coding RNA.",,
192,MiSeqNONOc.csv,uc003ufs.2,68928,uc003ufs.2,NR_029411,,,LOC100133091,NR_029411,,"Homo sapiens uncharacterized LOC100133091 (LOC100133091), non-coding RNA.",,
193,MiSeqSFPQc.csv,uc031rcs.1,31074,uc031rcs.1,JQ790598,A6NM11,L37A2_HUMAN,LRRC37A2,NM_001006607,NP_001006608,"Homo sapiens leucine rich repeat containing 37, member A2 (LRRC37A2), mRNA.",,
194,MiSeqSFPQc.csv,uc021qmb.1,12292,uc021qmb.1,NM_001198846,D6RGD8,D6RGD8_HUMAN,RBM14-RBM4,NM_001198846,NP_001185775,"Homo sapiens RBM14-RBM4 readthrough (RBM14-RBM4), transcript variant 2, mRNA.",,
195,MiSeqNONOc.csv,uc021qmb.1,12292,uc021qmb.1,NM_001198846,D6RGD8,D6RGD8_HUMAN,RBM14-RBM4,NM_001198846,NP_001185775,"Homo sapiens RBM14-RBM4 readthrough (RBM14-RBM4), transcript variant 2, mRNA.",,
196,MiSeqSFPQc.csv,uc003wfc.2,71734,uc003wfc.2,NM_152998,Q15910-3,Q15910-3,EZH2,NM_152998,NP_694543,"Homo sapiens enhancer of zeste homolog 2 (Drosophila) (EZH2), transcript variant 2, mRNA.",,
197,MiSeqNONOc.csv,uc003wfc.2,71734,uc003wfc.2,NM_152998,Q15910-3,Q15910-3,EZH2,NM_152998,NP_694543,"Homo sapiens enhancer of zeste homolog 2 (Drosophila) (EZH2), transcript variant 2, mRNA.",,
198,MiSeqSFPQc.csv,uc021pwo.1,81769,uc021pwo.1,,,,5S_rRNA,,,Rfam model RF00001 hit found at contig region AL138765.18/130673-130780,RF00001,
199,MiSeqSFPQc.csv,uc002kkf.1,34349,uc002kkf.1,NM_005151,P54578,UBP14_HUMAN,USP14,NM_005151,NP_005142,"Homo sapiens ubiquitin specific peptidase 14 (tRNA-guanine transglycosylase) (USP14), transcript variant 1, mRNA.",,
200,MiSeqSFPQc.csv,uc031rcq.1,31072,uc031rcq.1,JQ790563,A6NM11,L37A2_HUMAN,LRRC37A2,NM_001006607,NP_001006608,"Homo sapiens leucine rich repeat containing 37, member A2 (LRRC37A2), mRNA.",,
201,MiSeqSFPQc.csv,uc002fmx.2,29772,uc002fmx.2,NM_013275,Q6UB99,ANR11_HUMAN,ANKRD11,NM_013275,NP_037407,"Homo sapiens ankyrin repeat domain 11 (ANKRD11), transcript variant 2, mRNA.",,
202,MiSeqNONOc.csv,uc002fmx.2,29772,uc002fmx.2,NM_013275,Q6UB99,ANR11_HUMAN,ANKRD11,NM_013275,NP_037407,"Homo sapiens ankyrin repeat domain 11 (ANKRD11), transcript variant 2, mRNA.",,
203,MiSeqSFPQc.csv,uc010jie.1,58322,uc010jie.1,AK307554,Q6PKG0,LARP1_HUMAN,LARP1,NM_015315,NP_056130,"Homo sapiens La ribonucleoprotein domain family, member 1 (LARP1), mRNA.",,
204,MiSeqNONOc.csv,uc010jie.1,58322,uc010jie.1,AK307554,Q6PKG0,LARP1_HUMAN,LARP1,NM_015315,NP_056130,"Homo sapiens La ribonucleoprotein domain family, member 1 (LARP1), mRNA.",,
205,MiSeqSFPQc.csv,uc003ezm.3,51577,uc003ezm.3,NM_207293,Q9NR56,MBNL1_HUMAN,MBNL1,NM_207293,NP_997176,"Homo sapiens muscleblind-like splicing regulator 1 (MBNL1), transcript variant 3, mRNA.",,
206,MiSeqSFPQc.csv,uc004euc.3,78766,uc004euc.3,NM_001042750,Q8N3U4-2,Q8N3U4-2,STAG2,NM_001042750,NP_001036215,"Homo sapiens stromal antigen 2 (STAG2), transcript variant 2, mRNA.",,
207,MiSeqSFPQc.csv,uc002shz.3,40846,uc002shz.3,NM_001252613,Q14966-3,Q14966-3,ZNF638,NM_001252613,NP_001239542,"Homo sapiens zinc finger protein 638 (ZNF638), transcript variant 4, mRNA.",,
208,MiSeqSFPQc.csv,uc001set.3,16394,uc001set.3,NR_003084,,,HOXC5,NR_003084,,"Homo sapiens homeobox C5 (HOXC5), transcript variant 2, non-coding RNA.",,
209,MiSeqSFPQc.csv,uc004eua.3,78767,uc004eua.3,NM_001042749,Q8N3U4-2,Q8N3U4-2,STAG2,NM_001042749,NP_001036215,"Homo sapiens stromal antigen 2 (STAG2), transcript variant 1, mRNA.",,
210,MiSeqSFPQc.csv,uc010wyr.1,34351,uc010wyr.1,AK297605,B7Z4N8,B7Z4N8_HUMAN,USP14,NM_005151,NP_005142,"Homo sapiens ubiquitin specific peptidase 14 (tRNA-guanine transglycosylase) (USP14), transcript variant 1, mRNA.",,
211,MiSeqSFPQc.csv,uc010ymp.2,40519,uc010ymp.2,AK297262,Q6UWP7,LCLT1_HUMAN,LCLAT1,,,"Homo sapiens lysocardiolipin acyltransferase 1 (LCLAT1), transcript variant 1, mRNA.",,
212,MiSeqSFPQc.csv,uc031rck.1,31081,uc031rck.1,JQ790713,A6NM11,L37A2_HUMAN,LRRC37A2,,,"Homo sapiens leucine rich repeat containing 37, member A2 (LRRC37A2), mRNA.",,
213,MiSeqSFPQc.csv,uc001bgp.4,4537,uc001bgp.4,NM_001102398,O43390-2,O43390-2,HNRNPR,NM_001102398,NP_001095869,"Homo sapiens heterogeneous nuclear ribonucleoprotein R (HNRNPR), transcript variant 1, mRNA.",,
214,MiSeqSFPQc.csv,uc002hdx.4,32716,uc002hdx.4,AK297732,A1L3A6,A1L3A6_HUMAN,NUFIP2,,,"Homo sapiens nuclear fragile X mental retardation protein interacting protein 2 (NUFIP2), mRNA.",,
215,MiSeqNONOc.csv,uc002hdx.4,32716,uc002hdx.4,AK297732,A1L3A6,A1L3A6_HUMAN,NUFIP2,,,"Homo sapiens nuclear fragile X mental retardation protein interacting protein 2 (NUFIP2), mRNA.",,
216,MiSeqSFPQc.csv,uc031rci.1,31079,uc031rci.1,JQ790597,A6NM11,L37A2_HUMAN,LRRC37A2,NM_001006607,NP_001006608,"Homo sapiens leucine rich repeat containing 37, member A2 (LRRC37A2), mRNA.",,
217,MiSeqSFPQc.csv,uc003fiw.4,53837,uc003fiw.4,BX648935,Q9BZK7,TBL1R_HUMAN,TBL1XR1,NM_024665,NP_078941,"Homo sapiens transducin (beta)-like 1 X-linked receptor 1 (TBL1XR1), mRNA.",,
218,MiSeqNONOc.csv,uc003fiw.4,53837,uc003fiw.4,BX648935,Q9BZK7,TBL1R_HUMAN,TBL1XR1,NM_024665,NP_078941,"Homo sapiens transducin (beta)-like 1 X-linked receptor 1 (TBL1XR1), mRNA.",,
219,MiSeqSFPQc.csv,uc001ebi.3,2004,uc001ebi.3,M22995,P62834,RAP1A_HUMAN,RAP1A,NM_002884,NP_002875,"Homo sapiens RAP1A, member of RAS oncogene family (RAP1A), transcript variant 2, mRNA.",,
220,MiSeqNONOc.csv,uc001ebi.3,2004,uc001ebi.3,M22995,P62834,RAP1A_HUMAN,RAP1A,NM_002884,NP_002875,"Homo sapiens RAP1A, member of RAS oncogene family (RAP1A), transcript variant 2, mRNA.",,
221,MiSeqSFPQc.csv,uc004etz.4,78770,uc004etz.4,AK313559,Q8N3U4,STAG2_HUMAN,STAG2,NM_006603,NP_006594,"Homo sapiens stromal antigen 2 (STAG2), transcript variant 1, mRNA.",,
222,MiSeqSFPQc.csv,uc001bgr.4,4536,uc001bgr.4,NM_005826,O43390,HNRPR_HUMAN,HNRNPR,NM_005826,NP_001095867,"Homo sapiens heterogeneous nuclear ribonucleoprotein R (HNRNPR), transcript variant 2, mRNA.",,
223,MiSeqSFPQc.csv,uc003csg.3,52539,uc003csg.3,NM_030885,P27816-7,P27816-7,MAP4,NM_030885,NP_112147,"Homo sapiens microtubule-associated protein 4 (MAP4), transcript variant 3, mRNA.",,
224,MiSeqSFPQc.csv,uc010bfs.3,24044,uc010bfs.3,AK310708,,,TCF12,,,"Homo sapiens transcription factor 12 (TCF12), transcript variant 3, mRNA.",,
225,MiSeqSFPQc.csv,uc003yyv.3,74252,uc003yyv.3,NM_001130056,P29692-3,P29692-3,EEF1D,NM_001130056,NP_001123528,"Homo sapiens eukaryotic translation elongation factor 1 delta (guanine nucleotide exchange protein) (EEF1D), transcript variant 7, mRNA.",,
226,MiSeqNONOc.csv,uc003yyv.3,74252,uc003yyv.3,NM_001130056,P29692-3,P29692-3,EEF1D,NM_001130056,NP_001123528,"Homo sapiens eukaryotic translation elongation factor 1 delta (guanine nucleotide exchange protein) (EEF1D), transcript variant 7, mRNA.",,
227,MiSeqSFPQc.csv,uc003qee.4,61843,uc003qee.4,NM_172103,O95677-2,O95677-2,EYA4,NM_172103,NP_742101,"Homo sapiens eyes absent homolog 4 (Drosophila) (EYA4), transcript variant 2, mRNA.",,
228,MiSeqSFPQc.csv,uc009vyw.1,5196,uc009vyw.1,AF094700,,,FAF1,,,"Homo sapiens Fas (TNFRSF6) associated factor 1 (FAF1), mRNA.",,
229,MiSeqSFPQc.csv,uc001vxa.1,22192,uc001vxa.1,NR_002312,,,RPPH1,NR_002312,,"Homo sapiens ribonuclease P RNA component H1 (RPPH1), RNase P RNA.",,
230,MiSeqSFPQc.csv,uc001pyx.2,13098,uc001pyx.2,NM_020716,Q3KR37,GRM1B_HUMAN,GRAMD1B,NM_020716,NP_065767,"Homo sapiens GRAM domain containing 1B (GRAMD1B), mRNA.",,
231,MiSeqSFPQc.csv,uc002nat.3,38511,uc002nat.3,BC035266,Q4G0X8,Q4G0X8_HUMAN,BRD4,NM_014299,NP_055114,"Homo sapiens bromodomain containing 4 (BRD4), transcript variant short, mRNA.",,
232,MiSeqNONOc.csv,uc002nat.3,38511,uc002nat.3,BC035266,Q4G0X8,Q4G0X8_HUMAN,BRD4,NM_014299,NP_055114,"Homo sapiens bromodomain containing 4 (BRD4), transcript variant short, mRNA.",,
233,MiSeqSFPQc.csv,uc010osv.1,5552,uc010osv.1,AK294754,A2PYH4,HFM1_HUMAN,HFM1,,,"Homo sapiens HFM1, ATP-dependent DNA helicase homolog (S. cerevisiae) (HFM1), mRNA.",,
