,start_coord,end_coord,translation_status,dataset,count,length
826,46806223,46810229,Protein coding,IonXpress_SFPQt1,3,4006
827,46810323,46811624,Protein coding,IonXpress_SFPQt1,3,1301
828,46811736,46812018,Protein coding,IonXpress_SFPQt1,3,282
829,46812133,46817142,Protein coding,IonXpress_SFPQt1,3,5009
830,46817326,46818360,Protein coding,IonXpress_SFPQt1,3,1034
831,46818490,46819353,Protein coding,IonXpress_SFPQt1,3,863
832,46819519,46819631,Protein coding,IonXpress_SFPQt1,3,112
833,46819722,46822748,Protein coding,IonXpress_SFPQt1,3,3026
834,46822854,46829579,Protein coding,IonXpress_SFPQt1,3,6725
835,46829694,46830948,Protein coding,IonXpress_SFPQt1,3,1254
836,46831050,46831290,Protein coding,IonXpress_SFPQt1,3,240
837,46831424,46832555,Protein coding,IonXpress_SFPQt1,3,1131
838,46832728,46837747,Protein coding,IonXpress_SFPQt1,3,5019
839,46837955,46839859,Protein coding,IonXpress_SFPQt1,3,1904
840,46840054,46842724,Protein coding,IonXpress_SFPQt1,2,2670
841,46842819,46867769,Protein coding,IonXpress_SFPQt1,2,24950
842,46917632,46918874,Protein coding,IonXpress_NONO_c,8,1242
843,46917632,46918874,Protein coding,IonXpress_SFPQt1,8,1242
844,46918966,46919580,Protein coding,IonXpress_NONO_c,7,614
845,46918966,46919580,Protein coding,IonXpress_SFPQt1,7,614
846,46918966,46923419,Protein coding,IonXpress_NONO_c,1,4453
847,46918966,46923419,Protein coding,IonXpress_SFPQt1,1,4453
848,46919735,46923419,Protein coding,IonXpress_NONO_c,7,3684
849,46919735,46923419,Protein coding,IonXpress_SFPQt1,7,3684
850,46923482,46924246,Protein coding,IonXpress_NONO_c,8,764
851,46923482,46924246,Protein coding,IonXpress_SFPQt1,8,764
852,46924486,46928896,Protein coding,IonXpress_NONO_c,1,4410
853,46924486,46928896,Protein coding,IonXpress_SFPQt1,1,4410
854,46924486,46930565,Protein coding,IonXpress_NONO_c,8,6079
855,46924486,46930565,Protein coding,IonXpress_SFPQt1,8,6079
856,46928998,46930565,Protein coding,IonXpress_NONO_c,1,1567
857,46928998,46930565,Protein coding,IonXpress_SFPQt1,1,1567
858,46930631,46933619,Protein coding,IonXpress_NONO_c,9,2988
859,46930631,46933619,Protein coding,IonXpress_SFPQt1,9,2988
860,46933766,46935574,Protein coding,IonXpress_NONO_c,9,1808
861,46933766,46935574,Protein coding,IonXpress_SFPQt1,9,1808
862,46935708,46936671,Protein coding,IonXpress_NONO_c,9,963
863,46935708,46936671,Protein coding,IonXpress_SFPQt1,9,963
864,46936733,46937248,Protein coding,IonXpress_NONO_c,9,515
865,46936733,46937248,Protein coding,IonXpress_SFPQt1,9,515
866,46937348,46942175,Protein coding,IonXpress_NONO_c,9,4827
867,46937348,46942175,Protein coding,IonXpress_SFPQt1,9,4827
868,46942384,46942866,Protein coding,IonXpress_NONO_c,9,482
869,46942384,46942866,Protein coding,IonXpress_SFPQt1,9,482
870,46942950,46946074,Protein coding,IonXpress_NONO_c,6,3124
871,46942950,46946074,Protein coding,IonXpress_SFPQt1,6,3124
872,46942950,46952023,Protein coding,IonXpress_NONO_c,2,9073
873,46942950,46952023,Protein coding,IonXpress_SFPQt1,2,9073
874,46942950,46961267,Protein coding,IonXpress_NONO_c,1,18317
875,46942950,46961267,Protein coding,IonXpress_SFPQt1,1,18317
876,46946345,46952023,Protein coding,IonXpress_NONO_c,1,5678
877,46946345,46952023,Protein coding,IonXpress_SFPQt1,1,5678
878,46946345,46961267,Protein coding,IonXpress_NONO_c,1,14922
879,46946345,46961267,Protein coding,IonXpress_SFPQt1,1,14922
880,46946732,46950625,Protein coding,IonXpress_NONO_c,1,3893
881,46946732,46950625,Protein coding,IonXpress_SFPQt1,1,3893
882,46946732,46952023,Protein coding,IonXpress_NONO_c,1,5291
883,46946732,46952023,Protein coding,IonXpress_SFPQt1,1,5291
884,46946732,46961267,Protein coding,IonXpress_NONO_c,1,14535
885,46946732,46961267,Protein coding,IonXpress_SFPQt1,1,14535
886,46946732,46961810,Protein coding,IonXpress_NONO_c,1,15078
887,46946732,46961810,Protein coding,IonXpress_SFPQt1,1,15078
888,46950719,46952023,Protein coding,IonXpress_NONO_c,1,1304
889,46950719,46952023,Protein coding,IonXpress_SFPQt1,1,1304
890,46952140,46952580,Protein coding,IonXpress_NONO_c,1,440
891,46952140,46952580,Protein coding,IonXpress_SFPQt1,1,440
892,46952140,46961267,Protein coding,IonXpress_NONO_c,3,9127
893,46952140,46961267,Protein coding,IonXpress_SFPQt1,3,9127
894,46952140,46961810,Protein coding,IonXpress_NONO_c,1,9670
895,46952140,46961810,Protein coding,IonXpress_SFPQt1,1,9670
896,46962014,46963918,Protein coding,IonXpress_NONO_c,1,1904
897,46962014,46963918,Protein coding,IonXpress_SFPQt1,1,1904
898,46962014,47011518,Protein coding,IonXpress_NONO_c,1,49504
899,46962014,47011518,Protein coding,IonXpress_SFPQt1,1,49504
900,47008780,47009952,Protein coding,IonXpress_NONO_c,7,1172
901,47008780,47009952,Protein coding,IonXpress_SFPQt1,7,1172
902,47010141,47015727,Protein coding,IonXpress_NONO_c,7,5586
903,47010141,47015727,Protein coding,IonXpress_SFPQt1,7,5586
904,47014936,47015727,Protein coding,IonXpress_NONO_c,32,791
905,47014936,47015727,Protein coding,IonXpress_SFPQt1,32,791
906,47015920,47016822,Protein coding,IonXpress_NONO_c,39,902
907,47015920,47016822,Protein coding,IonXpress_SFPQt1,39,902
908,47016922,47017161,Protein coding,IonXpress_NONO_c,39,239
909,47016922,47017161,Protein coding,IonXpress_SFPQt1,39,239
910,47017297,47017773,Protein coding,IonXpress_NONO_c,31,476
911,47017297,47017773,Protein coding,IonXpress_SFPQt1,31,476
912,47017297,47017900,Protein coding,IonXpress_NONO_c,8,603
913,47017297,47017900,Protein coding,IonXpress_SFPQt1,8,603
914,47017815,47017900,Protein coding,IonXpress_NONO_c,31,85
915,47017815,47017900,Protein coding,IonXpress_SFPQt1,31,85
916,47017954,47018104,Protein coding,IonXpress_NONO_c,12,150
917,47017954,47018104,Protein coding,IonXpress_SFPQt1,12,150
918,47017954,47018626,Protein coding,IonXpress_NONO_c,4,672
919,47017954,47018626,Protein coding,IonXpress_SFPQt1,4,672
920,47017954,47018643,Protein coding,IonXpress_NONO_c,4,689
921,47017954,47018643,Protein coding,IonXpress_SFPQt1,4,689
922,47017954,47018826,Protein coding,IonXpress_NONO_c,12,872
923,47017954,47018826,Protein coding,IonXpress_SFPQt1,12,872
924,47018203,47018626,Protein coding,IonXpress_NONO_c,4,423
925,47018203,47018626,Protein coding,IonXpress_SFPQt1,4,423
926,47018203,47018643,Protein coding,IonXpress_NONO_c,4,440
927,47018203,47018643,Protein coding,IonXpress_SFPQt1,4,440
928,47018203,47018826,Protein coding,IonXpress_NONO_c,8,623
929,47018203,47018826,Protein coding,IonXpress_SFPQt1,8,623
930,47495337,47497791,Protein coding,IonXpress_NONO_c,2,2454
931,47495337,47497808,Protein coding,IonXpress_NONO_c,2,2471
932,47495337,47531308,Protein coding,IonXpress_NONO_c,2,35971
933,47497904,47531308,Protein coding,IonXpress_NONO_c,4,33404
934,47531399,47533665,Protein coding,IonXpress_NONO_c,6,2266
935,47533805,47536900,Protein coding,IonXpress_NONO_c,6,3095
936,47537001,47545574,Protein coding,IonXpress_NONO_c,6,8573
937,47545683,47549430,Protein coding,IonXpress_NONO_c,6,3747
938,47549512,47581342,Protein coding,IonXpress_NONO_c,6,31830
939,47581459,47614204,Protein coding,IonXpress_NONO_c,4,32745
940,47614269,47621577,Protein coding,IonXpress_NONO_c,4,7308
941,47621674,47622814,Protein coding,IonXpress_NONO_c,4,1140
942,47623013,47627409,Protein coding,IonXpress_NONO_c,4,4396
943,47627468,47628046,Protein coding,IonXpress_NONO_c,4,578
944,47628125,47630282,Protein coding,IonXpress_NONO_c,4,2157
945,47630442,47644735,Protein coding,IonXpress_NONO_c,4,14293
946,47644831,47674944,Protein coding,IonXpress_NONO_c,4,30113
947,47675001,47675508,Protein coding,IonXpress_NONO_c,4,507
948,47675603,47682442,Protein coding,IonXpress_NONO_c,4,6839
949,47682527,47683009,Protein coding,IonXpress_NONO_c,4,482
950,47683115,47684453,Protein coding,IonXpress_NONO_c,4,1338
951,47684537,47684740,Protein coding,IonXpress_NONO_c,4,203
952,47684832,47694415,Protein coding,IonXpress_NONO_c,4,9583
953,47694478,47694566,Protein coding,IonXpress_NONO_c,4,88
954,47694730,47695628,Protein coding,IonXpress_NONO_c,4,898
955,47695711,47697586,Protein coding,IonXpress_NONO_c,4,1875
956,47697645,47698794,Protein coding,IonXpress_NONO_c,2,1149
957,47697645,47699851,Protein coding,IonXpress_NONO_c,2,2206
958,47698886,47703124,Protein coding,IonXpress_NONO_c,2,4238
959,47699943,47703124,Protein coding,IonXpress_NONO_c,2,3181
960,47703328,47722950,Protein coding,IonXpress_NONO_c,4,19622
961,47723086,47727287,Protein coding,IonXpress_NONO_c,4,4201
962,47727418,47730290,Protein coding,IonXpress_NONO_c,4,2872
963,47730399,47732357,Protein coding,IonXpress_NONO_c,4,1958
964,47732499,47733138,Protein coding,IonXpress_NONO_c,4,639
965,47894934,47895639,Non coding,IonXpress_NONO_c,3,705
966,47894934,47895639,Non coding,IonXpress_SFPQt1,3,705
967,47895253,47895639,Non coding,IonXpress_NONO_c,9,386
968,47895253,47895639,Non coding,IonXpress_SFPQt1,9,386
969,47895275,47895639,Non coding,IonXpress_NONO_c,3,364
970,47895275,47895639,Non coding,IonXpress_SFPQt1,3,364
971,47895745,47897020,Non coding,IonXpress_NONO_c,12,1275
972,47895745,47897020,Non coding,IonXpress_SFPQt1,12,1275
973,47895745,47905580,Non coding,IonXpress_NONO_c,3,9835
974,47895745,47905580,Non coding,IonXpress_SFPQt1,3,9835
975,47897107,47897438,Non coding,IonXpress_NONO_c,6,331
976,47897107,47897438,Non coding,IonXpress_SFPQt1,6,331
977,47897107,47905580,Non coding,IonXpress_NONO_c,6,8473
978,47897107,47905580,Non coding,IonXpress_SFPQt1,6,8473
979,47897501,47905580,Non coding,IonXpress_NONO_c,6,8079
980,47897501,47905580,Non coding,IonXpress_SFPQt1,6,8079
981,49522721,49523023,Protein coding,IonXpress_NONO_c,4,302
982,49523173,49523281,Protein coding,IonXpress_NONO_c,4,108
983,49523505,49525079,Protein coding,IonXpress_NONO_c,2,1574
984,49990901,49993105,Protein coding,IonXpress_NONO_c,3,2204
985,49990901,49993105,Protein coding,IonXpress_SFPQt1,9,2204
986,49993169,49993487,Protein coding,IonXpress_NONO_c,1,318
987,49993169,49993487,Protein coding,IonXpress_SFPQt1,3,318
988,49993169,49993730,Protein coding,IonXpress_NONO_c,1,561
989,49993169,49993730,Protein coding,IonXpress_SFPQt1,3,561
990,49993179,49993487,Protein coding,IonXpress_NONO_c,1,308
991,49993179,49993487,Protein coding,IonXpress_SFPQt1,3,308
992,49993554,49993730,Protein coding,IonXpress_NONO_c,2,176
993,49993554,49993730,Protein coding,IonXpress_SFPQt1,6,176
994,49993833,49994034,Protein coding,IonXpress_NONO_c,3,201
995,49993833,49994034,Protein coding,IonXpress_SFPQt1,9,201
996,49994121,49994295,Protein coding,IonXpress_NONO_c,3,174
997,49994121,49994295,Protein coding,IonXpress_SFPQt1,9,174
998,49994356,49994680,Protein coding,IonXpress_NONO_c,3,324
999,49994356,49994680,Protein coding,IonXpress_SFPQt1,9,324
1000,49994804,49994984,Protein coding,IonXpress_NONO_c,3,180
1001,49994804,49994984,Protein coding,IonXpress_SFPQt1,9,180
1002,49999728,50000449,Protein coding,IonXpress_SFPQt1,1,721
1003,50000582,50000775,Protein coding,IonXpress_SFPQt1,1,193
1004,50000852,50001172,Protein coding,IonXpress_SFPQt1,1,320
1005,50001303,50002767,Protein coding,IonXpress_SFPQt1,1,1464
1006,50033049,50251353,Protein coding,IonXpress_SFPQt1,1,218304
1007,50251431,50251641,Protein coding,IonXpress_SFPQt1,1,210
1008,50251722,50251808,Protein coding,IonXpress_SFPQt1,1,86
1009,50251853,50251936,Protein coding,IonXpress_SFPQt1,1,83
1010,50252038,50253434,Protein coding,IonXpress_SFPQt1,1,1396
1011,50253468,50255862,Protein coding,IonXpress_SFPQt1,1,2394
1012,50256061,50256212,Protein coding,IonXpress_SFPQt1,1,151
1013,50256291,50262507,Protein coding,IonXpress_SFPQt1,1,6216
1014,50262662,50266191,Protein coding,IonXpress_SFPQt1,1,3529
1015,50266242,50266352,Protein coding,IonXpress_SFPQt1,1,110
1016,50266396,50267136,Protein coding,IonXpress_SFPQt1,1,740
1017,50267414,50269169,Protein coding,IonXpress_SFPQt1,1,1755
1018,50269291,50269385,Protein coding,IonXpress_SFPQt1,1,94
1019,50269445,50269953,Protein coding,IonXpress_SFPQt1,1,508
1020,50270012,50272737,Protein coding,IonXpress_SFPQt1,1,2725
1021,50272851,50280704,Protein coding,IonXpress_SFPQt1,1,7853
1022,50280768,50281470,Protein coding,IonXpress_SFPQt1,1,702
1023,50281575,50292583,Protein coding,IonXpress_SFPQt1,1,11008
1024,50292673,50295007,Protein coding,IonXpress_SFPQt1,1,2334
1025,50295072,50295332,Protein coding,IonXpress_SFPQt1,1,260
1026,50295525,50295770,Protein coding,IonXpress_SFPQt1,1,245
1027,50295980,50296065,Protein coding,IonXpress_SFPQt1,1,85
1028,50296144,50298015,Protein coding,IonXpress_SFPQt1,1,1871
1029,50298079,50298767,Protein coding,IonXpress_SFPQt1,1,688
1030,50298844,50298923,Protein coding,IonXpress_SFPQt1,1,79
1031,50298995,50300139,Protein coding,IonXpress_SFPQt1,1,1144
1032,50300214,50301079,Protein coding,IonXpress_SFPQt1,1,865
1033,50301167,50304855,Protein coding,IonXpress_SFPQt1,1,3688
1034,50304924,50307434,Protein coding,IonXpress_SFPQt1,1,2510
1035,50307584,50312856,Protein coding,IonXpress_SFPQt1,1,5272
1036,50312983,50318279,Protein coding,IonXpress_SFPQt1,1,5296
1037,50318383,50318523,Protein coding,IonXpress_SFPQt1,1,140
1038,50318593,50319411,Protein coding,IonXpress_SFPQt1,1,818
1039,50794811,50806186,Protein coding,IonXpress_SFPQt1,1,11375
1040,50794811,50821543,Protein coding,IonXpress_SFPQt1,5,26732
1041,50794811,50821546,Protein coding,IonXpress_SFPQt1,1,26735
1042,50806236,50821543,Protein coding,IonXpress_SFPQt1,1,15307
1043,50821692,50822698,Protein coding,IonXpress_SFPQt1,1,1006
1044,50821692,50822716,Protein coding,IonXpress_SFPQt1,7,1024
1045,50822873,50824276,Protein coding,IonXpress_SFPQt1,8,1403
1046,50824353,50829269,Protein coding,IonXpress_SFPQt1,8,4916
1047,50829407,50831516,Protein coding,IonXpress_SFPQt1,8,2109
1048,50831621,50834220,Protein coding,IonXpress_SFPQt1,9,2599
1049,50834332,50835371,Protein coding,IonXpress_SFPQt1,9,1039
1050,50835426,50847241,Protein coding,IonXpress_SFPQt1,7,11815
1051,50835426,50848095,Protein coding,IonXpress_SFPQt1,2,12669
1052,50847455,50848095,Protein coding,IonXpress_SFPQt1,7,640
1053,50848200,50854916,Protein coding,IonXpress_SFPQt1,7,6716
1054,50848200,50856363,Protein coding,IonXpress_SFPQt1,2,8163
1055,50855130,50856363,Protein coding,IonXpress_SFPQt1,5,1233
1056,50856413,50860740,Protein coding,IonXpress_SFPQt1,7,4327
1057,50860903,50867196,Protein coding,IonXpress_SFPQt1,7,6293
1058,50867319,50867780,Protein coding,IonXpress_SFPQt1,7,461
1059,50867890,50869307,Protein coding,IonXpress_SFPQt1,1,1417
1060,50867950,50869307,Protein coding,IonXpress_SFPQt1,6,1357
1061,51302215,51302549,Non coding,IonXpress_SFPQt1,1,334
1062,51302215,51302549,Protein coding,IonXpress_SFPQt1,2,334
1063,51302614,51305472,Non coding,IonXpress_SFPQt1,1,2858
1064,51302614,51305472,Protein coding,IonXpress_SFPQt1,2,2858
1065,51305514,51305709,Non coding,IonXpress_SFPQt1,1,195
1066,51305514,51305709,Protein coding,IonXpress_SFPQt1,1,195
1067,51305514,51307827,Protein coding,IonXpress_SFPQt1,1,2313
1068,51305871,51306808,Non coding,IonXpress_SFPQt1,1,937
1069,51305871,51307827,Protein coding,IonXpress_SFPQt1,1,1956
1070,52720071,52720783,Protein coding,IonXpress_NONO_c,1,712
1071,52720071,52720783,Protein coding,IonXpress_SFPQt1,1,712
1072,52720121,52720783,Protein coding,IonXpress_NONO_c,1,662
1073,52720121,52720783,Protein coding,IonXpress_SFPQt1,1,662
1074,52720218,52720783,Protein coding,IonXpress_NONO_c,1,565
1075,52720218,52720783,Protein coding,IonXpress_SFPQt1,1,565
1076,52720843,52721260,Protein coding,IonXpress_NONO_c,3,417
1077,52720843,52721260,Protein coding,IonXpress_SFPQt1,3,417
1078,52721399,52721516,Protein coding,IonXpress_NONO_c,3,117
1079,52721399,52721516,Protein coding,IonXpress_SFPQt1,3,117
1080,52721631,52722123,Protein coding,IonXpress_NONO_c,3,492
1081,52721631,52722123,Protein coding,IonXpress_SFPQt1,3,492
1082,52722208,52723088,Protein coding,IonXpress_NONO_c,3,880
1083,52722208,52723088,Protein coding,IonXpress_SFPQt1,3,880
1084,52723222,52724606,Protein coding,IonXpress_NONO_c,3,1384
1085,52723222,52724606,Protein coding,IonXpress_SFPQt1,3,1384
1086,52724720,52724959,Protein coding,IonXpress_NONO_c,3,239
1087,52724720,52724959,Protein coding,IonXpress_SFPQt1,3,239
1088,52725087,52725556,Protein coding,IonXpress_NONO_c,3,469
1089,52725087,52725556,Protein coding,IonXpress_SFPQt1,3,469
1090,52725645,52726886,Protein coding,IonXpress_NONO_c,3,1241
1091,52725645,52726886,Protein coding,IonXpress_SFPQt1,3,1241
1092,52727062,52727201,Protein coding,IonXpress_NONO_c,3,139
1093,52727062,52727201,Protein coding,IonXpress_SFPQt1,3,139
1094,52727345,52727422,Protein coding,IonXpress_NONO_c,3,77
1095,52727345,52727422,Protein coding,IonXpress_SFPQt1,3,77
1096,52727560,52727646,Protein coding,IonXpress_NONO_c,3,86
1097,52727560,52727646,Protein coding,IonXpress_SFPQt1,3,86
1098,52727823,52728051,Protein coding,IonXpress_NONO_c,3,228
1099,52727823,52728051,Protein coding,IonXpress_SFPQt1,3,228
1100,52728119,52728207,Protein coding,IonXpress_NONO_c,3,88
1101,52728119,52728207,Protein coding,IonXpress_SFPQt1,3,88
1102,55200334,55200697,Protein coding,IonXpress_NONO_c,5,363
1103,55200757,55200955,Protein coding,IonXpress_NONO_c,5,198
1104,55201003,55201829,Protein coding,IonXpress_NONO_c,5,826
1105,55201900,55209649,Protein coding,IonXpress_NONO_c,5,7749
1106,55209789,55214625,Protein coding,IonXpress_NONO_c,5,4836
1107,55214834,55237221,Protein coding,IonXpress_NONO_c,1,22387
1108,55214834,55252220,Protein coding,IonXpress_NONO_c,2,37386
1109,55214834,55255298,Protein coding,IonXpress_NONO_c,1,40464
1110,55214834,55276879,Protein coding,IonXpress_NONO_c,1,62045
1111,55254621,55255298,Protein coding,IonXpress_NONO_c,2,677
1112,55255356,55276213,Protein coding,IonXpress_NONO_c,1,20857
1113,55255356,55276879,Protein coding,IonXpress_NONO_c,2,21523
1114,62526676,62559686,Protein coding,IonXpress_NONO_c,1,33010
1115,62559805,62560663,Protein coding,IonXpress_NONO_c,1,858
1116,62560878,62562202,Protein coding,IonXpress_NONO_c,1,1324
1117,62562375,62562816,Protein coding,IonXpress_NONO_c,1,441
1118,62600603,62601088,Protein coding,IonXpress_NONO_c,1,485
1119,62600603,62601088,Protein coding,IonXpress_SFPQt1,4,485
1120,62601146,62601262,Protein coding,IonXpress_NONO_c,1,116
1121,62601146,62601262,Protein coding,IonXpress_SFPQt1,4,116
1122,62601409,62601746,Protein coding,IonXpress_NONO_c,1,337
1123,62601409,62601746,Protein coding,IonXpress_SFPQt1,4,337
1124,62601803,62601897,Protein coding,IonXpress_NONO_c,1,94
1125,62601803,62601897,Protein coding,IonXpress_SFPQt1,4,94
1126,62601999,62602901,Protein coding,IonXpress_NONO_c,1,902
1127,62601999,62602901,Protein coding,IonXpress_SFPQt1,4,902
1128,62603004,62603165,Protein coding,IonXpress_NONO_c,1,161
1129,62603004,62603165,Protein coding,IonXpress_SFPQt1,4,161
1130,62603313,62603431,Protein coding,IonXpress_NONO_c,1,118
1131,62603313,62603431,Protein coding,IonXpress_SFPQt1,4,118
1132,62603508,62606584,Protein coding,IonXpress_NONO_c,1,3076
1133,62603508,62606584,Protein coding,IonXpress_SFPQt1,4,3076
1134,62606707,62606792,Protein coding,IonXpress_NONO_c,1,85
1135,62606707,62606792,Protein coding,IonXpress_SFPQt1,4,85
1136,62606900,62606977,Protein coding,IonXpress_NONO_c,1,77
1137,62606900,62606977,Protein coding,IonXpress_SFPQt1,4,77
1138,62607339,62609039,Protein coding,IonXpress_NONO_c,1,1700
1139,62607339,62609039,Protein coding,IonXpress_SFPQt1,4,1700
1140,62620153,62620281,Non coding,IonXpress_NONO_c,8,128
1141,62620153,62620281,Non coding,IonXpress_SFPQt1,24,128
1142,62620311,62620545,Non coding,IonXpress_NONO_c,6,234
1143,62620311,62620545,Non coding,IonXpress_SFPQt1,18,234
1144,62620587,62621022,Non coding,IonXpress_NONO_c,6,435
1145,62620587,62621022,Non coding,IonXpress_SFPQt1,18,435
1146,62621062,62621271,Non coding,IonXpress_NONO_c,8,209
1147,62621062,62621271,Non coding,IonXpress_SFPQt1,24,209
1148,62621305,62621488,Non coding,IonXpress_NONO_c,6,183
1149,62621305,62621488,Non coding,IonXpress_SFPQt1,18,183
1150,62621536,62621989,Non coding,IonXpress_NONO_c,8,453
1151,62621536,62621989,Non coding,IonXpress_SFPQt1,24,453
1152,62622023,62622358,Non coding,IonXpress_NONO_c,8,335
1153,62622023,62622358,Non coding,IonXpress_SFPQt1,24,335
1154,62622410,62622603,Non coding,IonXpress_NONO_c,6,193
1155,62622410,62622603,Non coding,IonXpress_SFPQt1,18,193
1156,62622680,62622894,Non coding,IonXpress_NONO_c,2,214
1157,62622680,62622894,Non coding,IonXpress_SFPQt1,6,214
1158,62622688,62622894,Non coding,IonXpress_NONO_c,4,206
1159,62622688,62622894,Non coding,IonXpress_SFPQt1,12,206
1160,62622938,62623335,Non coding,IonXpress_NONO_c,2,397
1161,62622938,62623335,Non coding,IonXpress_SFPQt1,6,397
1162,63264227,63264351,Non coding,IonXpress_SFPQt1,4,124
1163,63264227,63264351,Protein coding,IonXpress_SFPQt1,2,124
1164,63264418,63466506,Non coding,IonXpress_SFPQt1,2,202088
1165,63264418,63466506,Protein coding,IonXpress_SFPQt1,2,202088
1166,63264418,63542217,Non coding,IonXpress_SFPQt1,2,277799
1167,63429145,63431218,Protein coding,IonXpress_SFPQt1,2,2073
1168,63429145,63466506,Non coding,IonXpress_SFPQt1,2,37361
1169,63429145,63466506,Protein coding,IonXpress_SFPQt1,2,37361
1170,63431252,63466506,Protein coding,IonXpress_SFPQt1,2,35254
1171,63466632,63542217,Protein coding,IonXpress_SFPQt1,6,75585
1172,63466632,63594799,Non coding,IonXpress_SFPQt1,4,128167
1173,63542417,63594799,Non coding,IonXpress_SFPQt1,2,52382
1174,63542417,63594799,Protein coding,IonXpress_SFPQt1,6,52382
1175,63594992,63600898,Non coding,IonXpress_SFPQt1,6,5906
1176,63594992,63600898,Protein coding,IonXpress_SFPQt1,6,5906
1177,64447772,64466442,Non coding,IonXpress_SFPQt1,1,18670
1178,64447772,64466442,Protein coding,IonXpress_SFPQt1,2,18670
1179,64466600,64468657,Non coding,IonXpress_SFPQt1,1,2057
1180,64466600,64468657,Protein coding,IonXpress_SFPQt1,2,2057
1181,64468835,64483841,Non coding,IonXpress_SFPQt1,1,15006
1182,64468835,64483841,Protein coding,IonXpress_SFPQt1,2,15006
1183,64484047,64492847,Non coding,IonXpress_SFPQt1,1,8800
1184,64484047,64492847,Protein coding,IonXpress_SFPQt1,2,8800
1185,64492978,64510619,Non coding,IonXpress_SFPQt1,1,17641
1186,64492978,64510619,Protein coding,IonXpress_SFPQt1,2,17641
1187,64510759,64511149,Non coding,IonXpress_SFPQt1,1,390
1188,64510759,64511149,Protein coding,IonXpress_SFPQt1,3,390
1189,64511314,64520145,Non coding,IonXpress_SFPQt1,1,8831
1190,64511314,64520145,Protein coding,IonXpress_SFPQt1,3,8831
1191,64520227,64520749,Non coding,IonXpress_SFPQt1,1,522
1192,64520227,64520749,Protein coding,IonXpress_SFPQt1,3,522
1193,64520874,64521911,Non coding,IonXpress_SFPQt1,1,1037
1194,64520874,64521911,Protein coding,IonXpress_SFPQt1,3,1037
1195,64522046,64537929,Non coding,IonXpress_SFPQt1,1,15883
1196,64522046,64537929,Protein coding,IonXpress_SFPQt1,3,15883
1197,64538033,64556425,Non coding,IonXpress_SFPQt1,1,18392
1198,64538033,64556425,Protein coding,IonXpress_SFPQt1,3,18392
1199,64556490,64558629,Non coding,IonXpress_SFPQt1,1,2139
1200,64556490,64558642,Protein coding,IonXpress_SFPQt1,3,2152
1201,64558789,64569165,Non coding,IonXpress_SFPQt1,1,10376
1202,64558789,64569165,Protein coding,IonXpress_SFPQt1,3,10376
1203,64569270,64587154,Non coding,IonXpress_SFPQt1,1,17884
1204,64569274,64587154,Protein coding,IonXpress_SFPQt1,3,17880
1205,64587297,64592933,Non coding,IonXpress_SFPQt1,1,5636
1206,64587297,64592933,Protein coding,IonXpress_SFPQt1,1,5636
1207,64587297,64595810,Protein coding,IonXpress_SFPQt1,2,8513
1208,64593071,64595810,Non coding,IonXpress_SFPQt1,1,2739
1209,64593071,64595810,Protein coding,IonXpress_SFPQt1,1,2739
1210,64595958,64625203,Non coding,IonXpress_SFPQt1,1,29245
1211,64595958,64625203,Protein coding,IonXpress_SFPQt1,3,29245
1212,64625310,64629867,Non coding,IonXpress_SFPQt1,1,4557
1213,64625310,64629867,Protein coding,IonXpress_SFPQt1,3,4557
1214,64629912,64747300,Non coding,IonXpress_SFPQt1,1,117388
1215,64629912,64747300,Protein coding,IonXpress_SFPQt1,3,117388
1216,64747447,64747958,Non coding,IonXpress_SFPQt1,1,511
1217,64747447,64747958,Protein coding,IonXpress_SFPQt1,3,511
1218,64748043,64748532,Protein coding,IonXpress_SFPQt1,2,489
1219,64748048,64748532,Non coding,IonXpress_SFPQt1,1,484
1220,64748048,64748532,Protein coding,IonXpress_SFPQt1,1,484
1221,64748745,64755995,Non coding,IonXpress_SFPQt1,1,7250
1222,64748745,64755995,Protein coding,IonXpress_SFPQt1,3,7250
1223,64756165,64766603,Non coding,IonXpress_SFPQt1,1,10438
1224,64756165,64766603,Protein coding,IonXpress_SFPQt1,3,10438
1225,64766969,64769402,Non coding,IonXpress_SFPQt1,1,2433
1226,64766969,64769402,Protein coding,IonXpress_SFPQt1,3,2433
1227,64769779,64777168,Non coding,IonXpress_SFPQt1,1,7389
1228,64769779,64777168,Protein coding,IonXpress_SFPQt1,1,7389
1229,64970809,64971493,Protein coding,IonXpress_SFPQt1,2,684
1230,64971664,64977965,Protein coding,IonXpress_SFPQt1,2,6301
1231,64971664,64988203,Protein coding,IonXpress_SFPQt1,4,16539
1232,64978102,64988203,Protein coding,IonXpress_SFPQt1,2,10101
1233,64990120,64998577,Protein coding,IonXpress_SFPQt1,2,8457
1234,65269864,65270106,Non coding,IonXpress_NONO_c,11,242
1235,65269864,65270106,Non coding,IonXpress_SFPQt1,1,242
1236,66791990,66792392,Protein coding,IonXpress_NONO_c,2,402
1237,66791990,66792392,Protein coding,IonXpress_SFPQt1,8,402
1238,66792514,66792629,Protein coding,IonXpress_NONO_c,2,115
1239,66792514,66792629,Protein coding,IonXpress_SFPQt1,8,115
1240,66792714,66793285,Protein coding,IonXpress_NONO_c,2,571
1241,66792714,66793285,Protein coding,IonXpress_SFPQt1,8,571
